'time_ms', 'time_hour', 'time_date', 'gps_latitude', 'gps_longitude', 'button_press'
1572304075085, 16, '10/28/2019', 34.062497, -118.447253, 1
1572304075088, 16, '10/28/2019', 34.062497, -118.447253, 1
1572304075090, 16, '10/28/2019', 34.062497, -118.447253, 1
1572304075092, 16, '10/28/2019', 34.062497, -118.447253, 1
1572304075095, 16, '10/28/2019', 34.062497, -118.447253, 1
1572304075096, 16, '10/28/2019', 34.062497, -118.447253, 1
1572304075100, 16, '10/28/2019', 34.062497, -118.447253, 1
1572304075104, 16, '10/28/2019', 34.062497, -118.447253, 1
1572304075105, 16, '10/28/2019', 34.062497, -118.447253, 1
1572304075108, 16, '10/28/2019', 34.062497, -118.447253, 1
1572304075110, 16, '10/28/2019', 34.062497, -118.447253, 1
1572304075112, 16, '10/28/2019', 34.062497, -118.447253, 1
1572304075115, 16, '10/28/2019', 34.062497, -118.447253, 1
1572304075116, 16, '10/28/2019', 34.062497, -118.447253, 1
1572304075120, 16, '10/28/2019', 34.062497, -118.447253, 0
1572304075124, 16, '10/28/2019', 34.062497, -118.447253, 0
1572304075125, 16, '10/28/2019', 34.062497, -118.447253, 0
1572304075128, 16, '10/28/2019', 34.062497, -118.447253, 0
1572304075130, 16, '10/28/2019', 34.062497, -118.447253, 0
1572304075132, 16, '10/28/2019', 34.062497, -118.447253, 0
1572304075135, 16, '10/28/2019', 34.062497, -118.447253, 0
1572304075136, 16, '10/28/2019', 34.062497, -118.447253, 0
1572304075140, 16, '10/28/2019', 34.062497, -118.447253, 0
1572304075144, 16, '10/28/2019', 34.062497, -118.447253, 0
1572304075145, 16, '10/28/2019', 34.062497, -118.447253, 0
1572304075148, 16, '10/28/2019', 34.062497, -118.447253, 0
1572304075150, 16, '10/28/2019', 34.062497, -118.447253, 0
1572304075152, 16, '10/28/2019', 34.062497, -118.447253, 0
1572304075155, 16, '10/28/2019', 34.062497, -118.447253, 0
1572304075156, 16, '10/28/2019', 34.062497, -118.447253, 0
1572304075160, 16, '10/28/2019', 34.062497, -118.447253, 0
1572304075164, 16, '10/28/2019', 34.062497, -118.447253, 0
1572304075165, 16, '10/28/2019', 34.062497, -118.447253, 0
1572304075168, 16, '10/28/2019', 34.062497, -118.447253, 0
1572304075170, 16, '10/28/2019', 34.062497, -118.447253, 0
1572304075172, 16, '10/28/2019', 34.062497, -118.447253, 0
1572304075175, 16, '10/28/2019', 34.062497, -118.447253, 0
1572304075176, 16, '10/28/2019', 34.062497, -118.447253, 0
1572304075180, 16, '10/28/2019', 34.062497, -118.447253, 0
1572304075184, 16, '10/28/2019', 34.062497, -118.447253, 0
1572304075185, 16, '10/28/2019', 34.058019, -118.44622, 0
1572304075188, 16, '10/28/2019', 34.058019, -118.44622, 0
1572304075190, 16, '10/28/2019', 34.058019, -118.44622, 0
1572304075192, 16, '10/28/2019', 34.058019, -118.44622, 0
1572304075195, 16, '10/28/2019', 34.058019, -118.44622, 0
1572304075196, 16, '10/28/2019', 34.058019, -118.44622, 0
1572304075200, 16, '10/28/2019', 34.058019, -118.44622, 0
1572304075204, 16, '10/28/2019', 34.058019, -118.44622, 0
1572304075205, 16, '10/28/2019', 34.058019, -118.44622, 0
1572304075208, 16, '10/28/2019', 34.070143, -118.44472, 1
1572304075210, 16, '10/28/2019', 34.058019, -118.44622, 1
1572304075212, 16, '10/28/2019', 34.058019, -118.44622, 1
1572304075215, 16, '10/28/2019', 34.058019, -118.44622, 1
1572304075216, 16, '10/28/2019', 34.070143, -118.44472, 1
1572304075220, 16, '10/28/2019', 34.058019, -118.44622, 1
1572304075224, 16, '10/28/2019', 34.058019, -118.44622, 1
1572304075225, 16, '10/28/2019', 34.058019, -118.44622, 1
1572304075228, 16, '10/28/2019', 34.058019, -118.44622, 1
1572304075230, 16, '10/28/2019', 34.058019, -118.44622, 1
1572304075232, 16, '10/28/2019', 34.058019, -118.44622, 1
1572304075235, 16, '10/28/2019', 34.058019, -118.44622, 1
1572304075236, 16, '10/28/2019', 34.058019, -118.44622, 1
1572304075240, 16, '10/28/2019', 34.058019, -118.44622, 0
1572304075244, 16, '10/28/2019', 34.058019, -118.44622, 1
1572304075245, 16, '10/28/2019', 34.058019, -118.44622, 1
1572304075248, 16, '10/28/2019', 34.058019, -118.44622, 1
1572304075250, 16, '10/28/2019', 34.058019, -118.44622, 1
1572304075252, 16, '10/28/2019', 34.058019, -118.44622, 1
1572304075255, 16, '10/28/2019', 34.058019, -118.44622, 1
1572304075256, 16, '10/28/2019', 34.058019, -118.44622, 1
1572304075260, 16, '10/28/2019', 34.070143, -118.44472, 1
1572304075264, 16, '10/28/2019', 34.062497, -118.447253, 1
1572304075265, 16, '10/28/2019', 34.062497, -118.447253, 1
1572304075268, 16, '10/28/2019', 34.062497, -118.447253, 0
1572304075270, 16, '10/28/2019', 34.062497, -118.447253, 0
1572304075272, 16, '10/28/2019', 34.062497, -118.447253, 0
1572304075275, 16, '10/28/2019', 34.062497, -118.447253, 0
1572304075276, 16, '10/28/2019', 34.062497, -118.447253, 0
1572304075280, 16, '10/28/2019', 34.070143, -118.44472, 0
1572304075284, 16, '10/28/2019', 34.058019, -118.44622, 0
1572304075285, 16, '10/28/2019', 34.058019, -118.44622, 0
1572304075288, 16, '10/28/2019', 34.058019, -118.44622, 0
1572304075290, 16, '10/28/2019', 34.058019, -118.44622, 0
1572304075292, 16, '10/28/2019', 34.058019, -118.44622, 0
1572304075295, 16, '10/28/2019', 34.058019, -118.44622, 0
1572304075296, 16, '10/28/2019', 34.058019, -118.44622, 0
1572304075300, 16, '10/28/2019', 34.058019, -118.44622, 0
1572304075304, 16, '10/28/2019', 34.058019, -118.44622, 0
1572304075305, 16, '10/28/2019', 34.062497, -118.447253, 0
1572304075308, 16, '10/28/2019', 34.062497, -118.447253, 0
1572304075310, 16, '10/28/2019', 34.062497, -118.447253, 0
1572304075312, 16, '10/28/2019', 34.062497, -118.447253, 0
1572304075315, 16, '10/28/2019', 34.062497, -118.447253, 0
1572304075316, 16, '10/28/2019', 34.062497, -118.447253, 0
1572304075320, 16, '10/28/2019', 34.062497, -118.447253, 0
1572304075324, 16, '10/28/2019', 34.062497, -118.447253, 0
1572304075325, 16, '10/28/2019', 34.062497, -118.447253, 0
1572304075328, 16, '10/28/2019', 34.062497, -118.447253, 0
1572304075330, 16, '10/28/2019', 34.062497, -118.447253, 0
1572304075332, 16, '10/28/2019', 34.062497, -118.447253, 0
1572304075335, 16, '10/28/2019', 34.062497, -118.447253, 0
1572304075336, 16, '10/28/2019', 34.062497, -118.447253, 0
1572304075340, 16, '10/28/2019', 34.062497, -118.447253, 0
1572304075344, 16, '10/28/2019', 34.062497, -118.447253, 0
1572304075345, 16, '10/28/2019', 34.062497, -118.447253, 0
1572304075348, 16, '10/28/2019', 34.062497, -118.447253, 0
1572304075350, 16, '10/28/2019', 34.062497, -118.447253, 1
1572304075352, 16, '10/28/2019', 34.062497, -118.447253, 0
1572304075355, 16, '10/28/2019', 34.062497, -118.447253, 0
1572304075356, 16, '10/28/2019', 34.062497, -118.447253, 0
1572304075360, 16, '10/28/2019', 34.062497, -118.447253, 0
1572304075364, 16, '10/28/2019', 34.062497, -118.447253, 0
1572304075365, 16, '10/28/2019', 34.062497, -118.447253, 0
1572304075368, 16, '10/28/2019', 34.062497, -118.447253, 0
1572304075370, 16, '10/28/2019', 34.062497, -118.447253, 0
1572304075372, 16, '10/28/2019', 34.062497, -118.447253, 0
1572304075375, 16, '10/28/2019', 34.062497, -118.447253, 0
1572304075376, 16, '10/28/2019', 34.062497, -118.447253, 0
1572304075380, 16, '10/28/2019', 34.062497, -118.447253, 0
1572304075384, 16, '10/28/2019', 34.062497, -118.447253, 0
1572304075385, 16, '10/28/2019', 34.062497, -118.447253, 0
1572304075388, 16, '10/28/2019', 34.062497, -118.447253, 0
1572304075390, 16, '10/28/2019', 34.062497, -118.447253, 0
1572304075392, 16, '10/28/2019', 34.062497, -118.447253, 0
1572304075395, 16, '10/28/2019', 34.062497, -118.447253, 0
1572304075396, 16, '10/28/2019', 34.062497, -118.447253, 0
1572304075400, 16, '10/28/2019', 34.062497, -118.447253, 0
1572304075404, 16, '10/28/2019', 34.062497, -118.447253, 0
1572304075405, 16, '10/28/2019', 34.062497, -118.447253, 0
1572304075408, 16, '10/28/2019', 34.062497, -118.447253, 0
1572304075410, 16, '10/28/2019', 34.062497, -118.447253, 0
1572304075412, 16, '10/28/2019', 34.062497, -118.447253, 0
1572304075415, 16, '10/28/2019', 34.062497, -118.447253, 0
1572304075416, 16, '10/28/2019', 34.062497, -118.447253, 0
1572304075420, 16, '10/28/2019', 34.062497, -118.447253, 0
1572304075424, 16, '10/28/2019', 34.062497, -118.447253, 0
1572304075425, 16, '10/28/2019', 34.062497, -118.447253, 0
1572304075428, 16, '10/28/2019', 34.062497, -118.447253, 0
1572304075430, 16, '10/28/2019', 34.062497, -118.447253, 0
1572304075432, 16, '10/28/2019', 34.062497, -118.447253, 0
1572304075435, 16, '10/28/2019', 34.062497, -118.447253, 0
1572304075436, 16, '10/28/2019', 34.062497, -118.447253, 0
1572304075440, 16, '10/28/2019', 34.062497, -118.447253, 0
1572304075444, 16, '10/28/2019', 34.062497, -118.447253, 0
1572304075445, 16, '10/28/2019', 34.062497, -118.447253, 0
1572304075448, 16, '10/28/2019', 34.062497, -118.447253, 0
1572304075450, 16, '10/28/2019', 34.062497, -118.447253, 0
1572304075452, 16, '10/28/2019', 34.062497, -118.447253, 0
1572304075455, 16, '10/28/2019', 34.062497, -118.447253, 0
1572304075456, 16, '10/28/2019', 34.062497, -118.447253, 0
1572304075460, 16, '10/28/2019', 34.070143, -118.44472, 0
1572304075464, 16, '10/28/2019', 34.070143, -118.44472, 0
1572304075465, 16, '10/28/2019', 34.070143, -118.44472, 0
1572304075468, 16, '10/28/2019', 34.058019, -118.44622, 0
1572304075470, 16, '10/28/2019', 34.058019, -118.44622, 0
1572304075472, 16, '10/28/2019', 34.058019, -118.44622, 0
1572304075475, 16, '10/28/2019', 34.058019, -118.44622, 0
1572304075476, 16, '10/28/2019', 34.058019, -118.44622, 0
1572304075480, 16, '10/28/2019', 34.058019, -118.44622, 0
1572304075484, 16, '10/28/2019', 34.070143, -118.44472, 0
1572304075485, 16, '10/28/2019', 34.070143, -118.44472, 0
1572304075488, 16, '10/28/2019', 34.070143, -118.44472, 0
1572304075490, 16, '10/28/2019', 34.070143, -118.44472, 0
1572304075492, 16, '10/28/2019', 34.070143, -118.44472, 0
1572304075495, 16, '10/28/2019', 34.058019, -118.44622, 0
1572304075496, 16, '10/28/2019', 34.058019, -118.44622, 0
1572304075500, 16, '10/28/2019', 34.058019, -118.44622, 0
1572304075504, 16, '10/28/2019', 34.058019, -118.44622, 0
1572304075505, 16, '10/28/2019', 34.058019, -118.44622, 0
1572304075508, 16, '10/28/2019', 34.058019, -118.44622, 0
1572304075510, 16, '10/28/2019', 34.058019, -118.44622, 0
1572304075512, 16, '10/28/2019', 34.058019, -118.44622, 0
1572304075515, 16, '10/28/2019', 34.058019, -118.44622, 0
1572304075516, 16, '10/28/2019', 34.058019, -118.44622, 0
1572304075520, 16, '10/28/2019', 34.058019, -118.44622, 0
1572304075524, 16, '10/28/2019', 34.058019, -118.44622, 0
1572304075525, 16, '10/28/2019', 34.058019, -118.44622, 0
1572304075528, 16, '10/28/2019', 34.058019, -118.44622, 1
1572304075530, 16, '10/28/2019', 34.058019, -118.44622, 1
1572304075532, 16, '10/28/2019', 34.070143, -118.44472, 1
1572304075535, 16, '10/28/2019', 34.070143, -118.44472, 1
1572304075536, 16, '10/28/2019', 34.070143, -118.44472, 1
1572304075540, 16, '10/28/2019', 34.070143, -118.44472, 1
1572304075544, 16, '10/28/2019', 34.070143, -118.44472, 0
1572304075545, 16, '10/28/2019', 34.070143, -118.44472, 0
1572304075548, 16, '10/28/2019', 34.062497, -118.447253, 0
1572304075550, 16, '10/28/2019', 34.062497, -118.447253, 0
1572304075552, 16, '10/28/2019', 34.062497, -118.447253, 0
1572304075555, 16, '10/28/2019', 34.062497, -118.447253, 0
1572304075556, 16, '10/28/2019', 34.062497, -118.447253, 0
1572304075560, 16, '10/28/2019', 34.062497, -118.447253, 0
1572304075564, 16, '10/28/2019', 34.062497, -118.447253, 0
1572304075565, 16, '10/28/2019', 34.062497, -118.447253, 0
1572304075568, 16, '10/28/2019', 34.062497, -118.447253, 0
1572304075570, 16, '10/28/2019', 34.062497, -118.447253, 1
1572304075572, 16, '10/28/2019', 34.062497, -118.447253, 1
1572304075575, 16, '10/28/2019', 34.062497, -118.447253, 1
1572304075576, 16, '10/28/2019', 34.062497, -118.447253, 1
1572304075580, 16, '10/28/2019', 34.062497, -118.447253, 1
1572304075584, 16, '10/28/2019', 34.062497, -118.447253, 1
1572304075585, 16, '10/28/2019', 34.062497, -118.447253, 1
1572304075588, 16, '10/28/2019', 34.062497, -118.447253, 1
1572304075590, 16, '10/28/2019', 34.062497, -118.447253, 1
1572304075592, 16, '10/28/2019', 34.062497, -118.447253, 1
1572304075595, 16, '10/28/2019', 34.062497, -118.447253, 1
1572304075596, 16, '10/28/2019', 34.062497, -118.447253, 1
1572304075600, 16, '10/28/2019', 34.062497, -118.447253, 1
1572304075604, 16, '10/28/2019', 34.062497, -118.447253, 1
1572304075605, 16, '10/28/2019', 34.062497, -118.447253, 1
1572304075608, 16, '10/28/2019', 34.062497, -118.447253, 1
1572304075610, 16, '10/28/2019', 34.062497, -118.447253, 1
1572304075612, 16, '10/28/2019', 34.062497, -118.447253, 1
1572304075615, 16, '10/28/2019', 34.062497, -118.447253, 1
1572304075616, 16, '10/28/2019', 34.062497, -118.447253, 1
1572304075620, 16, '10/28/2019', 34.062497, -118.447253, 1
1572304075624, 16, '10/28/2019', 34.062497, -118.447253, 0
1572304075625, 16, '10/28/2019', 34.062497, -118.447253, 1
1572304075628, 16, '10/28/2019', 34.062497, -118.447253, 1
1572304075630, 16, '10/28/2019', 34.062497, -118.447253, 1
1572304075632, 16, '10/28/2019', 34.062497, -118.447253, 1
1572304075635, 16, '10/28/2019', 34.062497, -118.447253, 0
1572304075636, 16, '10/28/2019', 34.062497, -118.447253, 0
1572304075640, 16, '10/28/2019', 34.062497, -118.447253, 0
1572304075644, 16, '10/28/2019', 34.058019, -118.44622, 0
1572304075645, 16, '10/28/2019', 34.058019, -118.44622, 0
1572304075648, 16, '10/28/2019', 34.058019, -118.44622, 0
1572304075650, 16, '10/28/2019', 34.058019, -118.44622, 0
1572304075652, 16, '10/28/2019', 34.058019, -118.44622, 0
1572304075655, 16, '10/28/2019', 34.058019, -118.44622, 0
1572304075656, 16, '10/28/2019', 34.058019, -118.44622, 0
1572304075660, 16, '10/28/2019', 34.058019, -118.44622, 0
1572304075664, 16, '10/28/2019', 34.058019, -118.44622, 0
1572304075665, 16, '10/28/2019', 34.058019, -118.44622, 0
1572304075668, 16, '10/28/2019', 34.062497, -118.447253, 0
1572304075670, 16, '10/28/2019', 34.062497, -118.447253, 0
1572304075672, 16, '10/28/2019', 34.062497, -118.447253, 0
1572304075675, 16, '10/28/2019', 34.070143, -118.44472, 0
1572304075676, 16, '10/28/2019', 34.070143, -118.44472, 0
1572304075680, 16, '10/28/2019', 34.058019, -118.44622, 1
1572304075684, 16, '10/28/2019', 34.058019, -118.44622, 1
1572304075685, 16, '10/28/2019', 34.058019, -118.44622, 1
1572304075688, 16, '10/28/2019', 34.058019, -118.44622, 1
1572304075690, 16, '10/28/2019', 34.058019, -118.44622, 1
1572304075692, 16, '10/28/2019', 34.058019, -118.44622, 0
1572304075695, 16, '10/28/2019', 34.058019, -118.44622, 0
1572304075696, 16, '10/28/2019', 34.058019, -118.44622, 0
1572304075700, 16, '10/28/2019', 34.058019, -118.44622, 0
1572304075704, 16, '10/28/2019', 34.058019, -118.44622, 0
1572304075705, 16, '10/28/2019', 34.058019, -118.44622, 0
1572304075708, 16, '10/28/2019', 34.058019, -118.44622, 1
1572304075710, 16, '10/28/2019', 34.058019, -118.44622, 1
1572304075712, 16, '10/28/2019', 34.058019, -118.44622, 1
1572304075715, 16, '10/28/2019', 34.058019, -118.44622, 1
1572304075716, 16, '10/28/2019', 34.058019, -118.44622, 1
1572304075720, 16, '10/28/2019', 34.062497, -118.447253, 0
1572304075724, 16, '10/28/2019', 34.062497, -118.447253, 0
1572304075725, 16, '10/28/2019', 34.062497, -118.447253, 0
1572304075728, 16, '10/28/2019', 34.062497, -118.447253, 0
1572304075730, 16, '10/28/2019', 34.062497, -118.447253, 0
1572304075732, 16, '10/28/2019', 34.062497, -118.447253, 0
1572304075735, 16, '10/28/2019', 34.062497, -118.447253, 0
1572304075736, 16, '10/28/2019', 34.062497, -118.447253, 0
1572304075740, 16, '10/28/2019', 34.062497, -118.447253, 0
1572304075744, 16, '10/28/2019', 34.062497, -118.447253, 0
1572304075745, 16, '10/28/2019', 34.062497, -118.447253, 1
1572304075748, 16, '10/28/2019', 34.062497, -118.447253, 1
1572304075750, 16, '10/28/2019', 34.062497, -118.447253, 1
1572304075752, 16, '10/28/2019', 34.062497, -118.447253, 1
1572304075755, 16, '10/28/2019', 34.062497, -118.447253, 0
1572304075756, 16, '10/28/2019', 34.062497, -118.447253, 0
1572304075760, 16, '10/28/2019', 34.062497, -118.447253, 0
1572304075764, 16, '10/28/2019', 34.062497, -118.447253, 0
1572304075765, 16, '10/28/2019', 34.062497, -118.447253, 0
1572304075768, 16, '10/28/2019', 34.062497, -118.447253, 0
1572304075770, 16, '10/28/2019', 34.062497, -118.447253, 0
1572304075772, 16, '10/28/2019', 34.062497, -118.447253, 0
1572304075775, 16, '10/28/2019', 34.062497, -118.447253, 0
1572304075776, 16, '10/28/2019', 34.062497, -118.447253, 0
1572304075780, 16, '10/28/2019', 34.062497, -118.447253, 0
1572304075784, 16, '10/28/2019', 34.062497, -118.447253, 1
1572304075785, 16, '10/28/2019', 34.062497, -118.447253, 1
1572304075788, 16, '10/28/2019', 34.062497, -118.447253, 1
1572304075790, 16, '10/28/2019', 34.062497, -118.447253, 1
1572304075792, 16, '10/28/2019', 34.062497, -118.447253, 1
1572304075795, 16, '10/28/2019', 34.062497, -118.447253, 1
1572304075796, 16, '10/28/2019', 34.062497, -118.447253, 1
1572304075800, 16, '10/28/2019', 34.062497, -118.447253, 1
1572304075804, 16, '10/28/2019', 34.062497, -118.447253, 1
1572304075805, 16, '10/28/2019', 34.062497, -118.447253, 1
1572304075808, 16, '10/28/2019', 34.062497, -118.447253, 0
1572304075810, 16, '10/28/2019', 34.062497, -118.447253, 0
1572304075812, 16, '10/28/2019', 34.062497, -118.447253, 0
1572304075815, 16, '10/28/2019', 34.062497, -118.447253, 0
1572304075816, 16, '10/28/2019', 34.062497, -118.447253, 0
1572304075820, 16, '10/28/2019', 34.062497, -118.447253, 0
1572304075824, 16, '10/28/2019', 34.062497, -118.447253, 0
1572304075825, 16, '10/28/2019', 34.062497, -118.447253, 0
1572304075828, 16, '10/28/2019', 34.062497, -118.447253, 0
1572304075830, 16, '10/28/2019', 34.062497, -118.447253, 0
1572304075832, 16, '10/28/2019', 34.062497, -118.447253, 0
1572304075835, 16, '10/28/2019', 34.062497, -118.447253, 0
1572304075836, 16, '10/28/2019', 34.062497, -118.447253, 0
1572304075840, 16, '10/28/2019', 34.062497, -118.447253, 0
1572304075844, 16, '10/28/2019', 34.058019, -118.44622, 0
1572304075845, 16, '10/28/2019', 34.058019, -118.44622, 0
1572304075848, 16, '10/28/2019', 34.058019, -118.44622, 0
1572304075850, 16, '10/28/2019', 34.070143, -118.44472, 0
1572304075852, 16, '10/28/2019', 34.062497, -118.447253, 0
1572304075855, 16, '10/28/2019', 34.062497, -118.447253, 0
1572304075856, 16, '10/28/2019', 34.062497, -118.447253, 0
1572304075860, 16, '10/28/2019', 34.062497, -118.447253, 0
1572304075864, 16, '10/28/2019', 34.058019, -118.44622, 0
1572304075865, 16, '10/28/2019', 34.058019, -118.44622, 0
1572304075868, 16, '10/28/2019', 34.058019, -118.44622, 0
1572304075870, 16, '10/28/2019', 34.058019, -118.44622, 0
1572304075872, 16, '10/28/2019', 34.058019, -118.44622, 0
1572304075875, 16, '10/28/2019', 34.058019, -118.44622, 0
1572304075876, 16, '10/28/2019', 34.058019, -118.44622, 0
1572304075880, 16, '10/28/2019', 34.058019, -118.44622, 0
1572304075884, 16, '10/28/2019', 34.058019, -118.44622, 0
1572304075885, 16, '10/28/2019', 34.058019, -118.44622, 0
1572304075888, 16, '10/28/2019', 34.058019, -118.44622, 0
1572304075890, 16, '10/28/2019', 34.058019, -118.44622, 0
1572304075892, 16, '10/28/2019', 34.058019, -118.44622, 0
1572304075895, 16, '10/28/2019', 34.058019, -118.44622, 0
1572304075896, 16, '10/28/2019', 34.058019, -118.44622, 0
1572304075900, 16, '10/28/2019', 34.058019, -118.44622, 0
1572304075904, 16, '10/28/2019', 34.058019, -118.44622, 0
1572304075905, 16, '10/28/2019', 34.058019, -118.44622, 0
1572304075908, 16, '10/28/2019', 34.058019, -118.44622, 1
1572304075910, 16, '10/28/2019', 34.058019, -118.44622, 1
1572304075912, 16, '10/28/2019', 34.058019, -118.44622, 1
1572304075915, 16, '10/28/2019', 34.058019, -118.44622, 1
1572304075916, 16, '10/28/2019', 34.058019, -118.44622, 1
1572304075920, 16, '10/28/2019', 34.062497, -118.447253, 1
1572304075924, 16, '10/28/2019', 34.062497, -118.447253, 1
1572304075925, 16, '10/28/2019', 34.062497, -118.447253, 1
1572304075928, 16, '10/28/2019', 34.062497, -118.447253, 1
1572304075930, 16, '10/28/2019', 34.062497, -118.447253, 1
1572304075932, 16, '10/28/2019', 34.062497, -118.447253, 1
1572304075935, 16, '10/28/2019', 34.062497, -118.447253, 1
1572304075936, 16, '10/28/2019', 34.062497, -118.447253, 1
1572304075940, 16, '10/28/2019', 34.062497, -118.447253, 1
1572304075944, 16, '10/28/2019', 34.062497, -118.447253, 1
1572304075945, 16, '10/28/2019', 34.062497, -118.447253, 1
1572304075948, 16, '10/28/2019', 34.062497, -118.447253, 1
1572304075950, 16, '10/28/2019', 34.062497, -118.447253, 1
1572304075952, 16, '10/28/2019', 34.062497, -118.447253, 1
1572304075955, 16, '10/28/2019', 34.062497, -118.447253, 1
1572304075956, 16, '10/28/2019', 34.062497, -118.447253, 1
1572304075960, 16, '10/28/2019', 34.062497, -118.447253, 1
1572304075964, 16, '10/28/2019', 34.062497, -118.447253, 1
1572304075965, 16, '10/28/2019', 34.062497, -118.447253, 1
1572304075968, 16, '10/28/2019', 34.062497, -118.447253, 1
1572304075970, 16, '10/28/2019', 34.062497, -118.447253, 1
1572304075972, 16, '10/28/2019', 34.062497, -118.447253, 1
1572304075975, 16, '10/28/2019', 34.062497, -118.447253, 1
1572304075976, 16, '10/28/2019', 34.062497, -118.447253, 1
1572304075980, 16, '10/28/2019', 34.062497, -118.447253, 1
1572304075984, 16, '10/28/2019', 34.062497, -118.447253, 1
1572304075985, 16, '10/28/2019', 34.062497, -118.447253, 1
1572304075988, 16, '10/28/2019', 34.062497, -118.447253, 1
1572304075990, 16, '10/28/2019', 34.062497, -118.447253, 1
1572304075992, 16, '10/28/2019', 34.062497, -118.447253, 1
1572304075995, 16, '10/28/2019', 34.062497, -118.447253, 1
1572304075996, 16, '10/28/2019', 34.062497, -118.447253, 1
1572304076000, 16, '10/28/2019', 34.062497, -118.447253, 0
1572304076004, 16, '10/28/2019', 34.062497, -118.447253, 0
1572304076005, 16, '10/28/2019', 34.062497, -118.447253, 1
1572304076008, 16, '10/28/2019', 34.062497, -118.447253, 0
1572304076010, 16, '10/28/2019', 34.062497, -118.447253, 1
1572304076012, 16, '10/28/2019', 34.062497, -118.447253, 0
1572304076015, 16, '10/28/2019', 34.062497, -118.447253, 0
1572304076016, 16, '10/28/2019', 34.062497, -118.447253, 0
1572304076020, 16, '10/28/2019', 34.062497, -118.447253, 0
1572304076024, 16, '10/28/2019', 34.062497, -118.447253, 0
1572304076025, 16, '10/28/2019', 34.062497, -118.447253, 0
1572304076028, 16, '10/28/2019', 34.062497, -118.447253, 0
1572304076030, 16, '10/28/2019', 34.062497, -118.447253, 0
1572304076032, 16, '10/28/2019', 34.062497, -118.447253, 0
1572304076035, 16, '10/28/2019', 34.062497, -118.447253, 0
1572304076036, 16, '10/28/2019', 34.062497, -118.447253, 0
1572304076040, 16, '10/28/2019', 34.062497, -118.447253, 0
1572304076044, 16, '10/28/2019', 34.062497, -118.447253, 1
1572304076045, 16, '10/28/2019', 34.062497, -118.447253, 1
1572304076048, 16, '10/28/2019', 34.062497, -118.447253, 1
1572304076050, 16, '10/28/2019', 34.062497, -118.447253, 1
1572304076052, 16, '10/28/2019', 34.062497, -118.447253, 1
1572304076055, 16, '10/28/2019', 34.062497, -118.447253, 1
1572304076056, 16, '10/28/2019', 34.062497, -118.447253, 1
1572304076060, 16, '10/28/2019', 34.062497, -118.447253, 1
1572304076064, 16, '10/28/2019', 34.062497, -118.447253, 1
1572304076065, 16, '10/28/2019', 34.062497, -118.447253, 1
1572304076068, 16, '10/28/2019', 34.062497, -118.447253, 1
1572304076070, 16, '10/28/2019', 34.062497, -118.447253, 0
1572304076072, 16, '10/28/2019', 34.062497, -118.447253, 0
1572304076075, 16, '10/28/2019', 34.062497, -118.447253, 0
1572304076076, 16, '10/28/2019', 34.062497, -118.447253, 0
1572304076080, 16, '10/28/2019', 34.062497, -118.447253, 0
1572304076084, 16, '10/28/2019', 34.062497, -118.447253, 0
1572304076085, 16, '10/28/2019', 34.062497, -118.447253, 0
1572304076088, 16, '10/28/2019', 34.062497, -118.447253, 0
1572304076090, 16, '10/28/2019', 34.062497, -118.447253, 0
1572304076092, 16, '10/28/2019', 34.062497, -118.447253, 0
1572304076095, 16, '10/28/2019', 34.062497, -118.447253, 0
1572304076096, 16, '10/28/2019', 34.062497, -118.447253, 0
1572304076100, 16, '10/28/2019', 34.062497, -118.447253, 0
1572304076104, 16, '10/28/2019', 34.058019, -118.44622, 0
1572304076105, 16, '10/28/2019', 34.058019, -118.44622, 0
1572304076108, 16, '10/28/2019', 34.062497, -118.447253, 0
1572304076110, 16, '10/28/2019', 34.062497, -118.447253, 0
1572304076112, 16, '10/28/2019', 34.062497, -118.447253, 0
1572304076115, 16, '10/28/2019', 34.062497, -118.447253, 0
1572304076116, 16, '10/28/2019', 34.062497, -118.447253, 0
1572304076120, 16, '10/28/2019', 34.062497, -118.447253, 0
1572304076124, 16, '10/28/2019', 34.062497, -118.447253, 0
1572304076125, 16, '10/28/2019', 34.062497, -118.447253, 0
1572304076128, 16, '10/28/2019', 34.062497, -118.447253, 0
1572304076130, 16, '10/28/2019', 34.062497, -118.447253, 1
1572304076132, 16, '10/28/2019', 34.062497, -118.447253, 1
1572304076135, 16, '10/28/2019', 34.062497, -118.447253, 1
1572304076136, 16, '10/28/2019', 34.062497, -118.447253, 1
1572304076140, 16, '10/28/2019', 34.062497, -118.447253, 1
1572304076144, 16, '10/28/2019', 34.062497, -118.447253, 1
1572304076145, 16, '10/28/2019', 34.062497, -118.447253, 1
1572304076148, 16, '10/28/2019', 34.062497, -118.447253, 1
1572304076150, 16, '10/28/2019', 34.062497, -118.447253, 1
1572304076152, 16, '10/28/2019', 34.062497, -118.447253, 1
1572304076155, 16, '10/28/2019', 34.062497, -118.447253, 1
1572304076156, 16, '10/28/2019', 34.062497, -118.447253, 1
1572304076160, 16, '10/28/2019', 34.062497, -118.447253, 1
1572304076164, 16, '10/28/2019', 34.062497, -118.447253, 1
1572304076165, 16, '10/28/2019', 34.062497, -118.447253, 1
1572304076168, 16, '10/28/2019', 34.062497, -118.447253, 1
1572304076170, 16, '10/28/2019', 34.062497, -118.447253, 1
1572304076172, 16, '10/28/2019', 34.062497, -118.447253, 1
